hidden,lr,dropout,l2,auc,round
137,0.007554684674603596,0.22608260782191095,0.003776398328171447,0.7074837735350792,2
107,0.008951215467087006,0.10187340834875294,0.01,0.7189959191420707,2
80,0.01,0.16222169461173752,0.008413287757226193,0.7240198720038292,2
113,0.01,0.3306999062266269,0.006219616447326114,0.711490524074586,2
153,0.008745168169586266,0.1299912868162179,0.009734354662188605,0.7081254874128847,2
127,0.009514772809293172,0.13034993987200882,0.005326714402019518,0.7142750803586535,2
102,0.009087256840920415,0.1425308566777469,0.007164646357058189,0.7209596824440584,2
125,0.006410564062545747,0.2582512595838081,0.009387410247744761,0.7156405378975124,2
145,0.0059456475592842934,0.3257114617049254,0.008958742814369763,0.7097409954982649,2
154,0.006125943892762161,0.14105625123036897,0.007267396267043341,0.7016849940788361,2
104,0.01,0.133316412594928,0.008516004524976133,0.725572083465717,2
143,0.007752729132815785,0.2632593223503969,0.0053300189455710665,0.7069325895086053,2
136,0.0074883016058605945,0.1,0.005673853192269212,0.7193306402696915,2
123,0.008240958455244774,0.1392602393814036,0.006711426472244681,0.7245598326394362,2
123,0.009692340229076763,0.12663654571050525,0.00778901420699061,0.7284751455533504,2
143,0.009206176745730613,0.13957569337216352,0.009172224688058558,0.7011742472694562,2
103,0.00925217134650846,0.1,0.006025273355800917,0.6579660905050938,2
112,0.008535829521448053,0.10296960789597473,0.006750606380983849,0.7071351882187407,2
119,0.007911828432846898,0.12679325384371734,0.006939036907304174,0.7215432987691407,2
119,0.007910850157994143,0.13185420154643768,0.004929801996680753,0.7069372934297775,2
111,0.008701461195499326,0.1,0.00950884276781805,0.7225530738474361,2
116,0.009988781742784765,0.10709822940960206,0.008021252528124353,0.7231441174164744,2
121,0.009713940521487666,0.2008445696210881,0.0061102691914726535,0.7245163419998266,2
123,0.008467818091347048,0.1285086591856624,0.008345088407471397,0.7249288016141876,2
127,0.009145518211152155,0.1,0.005694903021541011,0.7224665051928814,2
121,0.009303261304683619,0.11601056928430747,0.0077867717705408495,0.7116393990534391,2
129,0.00746024533213304,0.11694341744688916,0.008884352397390004,0.7063081233417646,2
136,0.006487625422236217,0.18639761786411424,0.007535947331578018,0.7143954842356748,2
138,0.006804697624778266,0.15829414503369413,0.006872580421180965,0.7126760772598422,2
114,0.009386115170677906,0.12294665878197944,0.008502144697852944,0.7178411477567661,2
160,0.008612390856357567,0.25045883485525905,0.0021034011184170374,0.7076641730382791,2
126,0.008200147186796554,0.1,0.006192799563334935,0.7228885376994525,2
147,0.007798462750019316,0.11591602999987993,0.006456653163166822,0.7256717735845942,2
109,0.00914556975620253,0.13757468422355815,0.007321969182272424,0.7166111136327064,2
135,0.008584535346157437,0.14712447294025002,0.008708258456281186,0.7183787976942533,2
96,0.008674235966932503,0.1,0.0047636339015364754,0.7307345131647899,2
113,0.008650195656405627,0.1,0.006726959340027666,0.7195897685588257,2
116,0.008500945094963885,0.11830599237947187,0.007136516426972072,0.6560364925253042,2
119,0.008179716681329998,0.10448247234589614,0.005662571830973428,0.7255938700479883,2
117,0.00845384767006275,0.1,0.008163348144473736,0.7112761242990538,2
135,0.009483240782286146,0.10529955585913342,0.007746634651339862,0.7297536218129901,2
117,0.00915467310655058,0.1860209516503096,0.006449488480902812,0.7142797017548927,2
111,0.008622407261816713,0.12787602978885448,0.00828271920165325,0.7160625704040833,2
123,0.008831428233263106,0.1,0.006009325469412085,0.7074595112048226,2
124,0.009114955384750326,0.10315240393455118,0.007877404572749571,0.7231313260518833,2
125,0.007859981125939882,0.1,0.007713148994115049,0.7163849127917772,2
131,0.00682994346477555,0.1022761521580837,0.006627144067988898,0.7198092023552616,2
127,0.007176087624123168,0.16623323757581163,0.007410804320741483,0.7105614583806132,2
118,0.008678300959356742,0.12447351499335844,0.007768455827284191,0.7285601462341811,2
158,0.007512737170512965,0.212489353503994,1e-05,0.7132837908653152,2
119,0.008565962522369389,0.1,0.006467993334147462,0.7238544095134742,2
155,0.007662314114624575,0.10265805372961953,0.006277241101891062,0.7304134911760216,2
95,0.008667247012970473,0.1714168314808666,0.007108296524348133,0.7192425861663455,2
122,0.008724371555307699,0.2025257928761915,0.008836789910253632,0.7114155089106295,2
98,0.008287826623849066,0.1,0.004454070748693809,0.7089246588625588,2
116,0.00837394604576615,0.10664953951249921,0.006596049156438844,0.729388779084881,2
116,0.008631008157732207,0.11571346590640622,0.006957848414018353,0.7235683780962323,2
119,0.008328490186298936,0.1,0.006230477239877202,0.7064780421784932,2
121,0.008307943199282916,0.1,0.006917823806437458,0.7185441776596755,2
141,0.008910358342804865,0.10474120210804795,0.007189191260106883,0.7016832610552464,2
105,0.00883472130212019,0.28059648321261055,0.006781473393183109,0.7200719617414412,2
115,0.009211213347146377,0.12301144801854869,0.00797286891572827,0.7077988537286828,2
123,0.008602982859516295,0.1,0.006148465357761708,0.7184722984431672,2
123,0.008895227514167676,0.1,0.007559366670204315,0.6355750131008331,2
121,0.008207899957664857,0.1,0.007079979620571119,0.7285353887543274,2
126,0.00704031823229264,0.1,0.006047156297786738,0.7133574031054132,2
119,0.007301993261490542,0.16137967768545636,0.008043330958993598,0.7208133657381236,2
120,0.00828451854265836,0.1207170438552203,0.007234697713587222,0.7225623166399149,2
148,0.006130003554071475,0.14964352483812368,0.001530745595117411,0.7131332653878053,2
116,0.008607291350882944,0.10109036357158278,0.006536002460231063,0.7098602440262265,2
154,0.007852165804514132,0.1,0.006212429353849459,0.7079946028693919,2
91,0.008569259954602877,0.1584768112471943,0.006860008044776614,0.710909466022422,2
115,0.009070969522596548,0.21048818910608072,0.008464978394283288,0.7136139731216294,2
105,0.00827840761819639,0.10084652121636432,0.0051892729460831155,0.7229628101390133,2
120,0.008106644758456148,0.11247612053557214,0.006308722738466571,0.7232332443439473,2
117,0.008595940794020453,0.11267242183281245,0.0068565621332960834,0.723396726235914,2
119,0.008307619684068367,0.1,0.006499924189086084,0.7278765096904902,2
119,0.008388380154654512,0.1,0.007143712922573959,0.7164205635627663,2
140,0.008607451018555857,0.10517189634688405,0.006833121921404092,0.7232314287954248,2
102,0.008760147475608738,0.3259162397529619,0.006833655967049725,0.7123968128870934,2
122,0.009386636830602722,0.11849898751819174,0.008147747233178144,0.7224772334341514,2
123,0.008662503663345124,0.1,0.006245861497682393,0.7282954887745461,2
122,0.008611490523779698,0.1003327594726612,0.006924351584960628,0.7316759575986894,2
119,0.008385958307418685,0.10005325675404043,0.0065207065160178814,0.7283110859868538,2
124,0.007384660704769997,0.1,0.006068381337269788,0.724724799980194,2
116,0.007739544169740556,0.14933852863248281,0.008302837897130707,0.6271265231007919,2
121,0.008247850496215242,0.11804257930365511,0.0070103986448987925,0.7036453738585771,2
139,0.005383561683657923,0.12996969339273462,0.0029787281286672114,0.7147415112790951,2
116,0.008452547780352112,0.10457910869399566,0.0065649019571022305,0.702118332501207,2
149,0.007905926460165181,0.1,0.006204393889198009,0.7269607305107055,2
99,0.008780155926822176,0.19110559228494262,0.006795556113959856,0.7157520290817864,2
115,0.009397343596519895,0.22855478777753863,0.007987544330420216,0.71850225499379,2
109,0.008299858326441933,0.10293651005482633,0.005846362422237493,0.7297640199545288,2
122,0.00802782499389919,0.11478076741844484,0.006176363676494125,0.7133442816410909,2
118,0.008575352870009175,0.11166469413464897,0.006616972420166476,0.705284484074751,2
120,0.008265973168959233,0.10415606041859209,0.006611389911830153,0.7269476090463831,2
117,0.008554242115026901,0.10347708421220632,0.007626082807816211,0.720003713621978,2
138,0.008591887197375397,0.10826180968834176,0.006669207211031756,0.7159925892610304,2
106,0.008933543278229945,0.29964570517112704,0.006812213725145412,0.7274645452257263,2
130,0.009604917014376324,0.11638659481679381,0.008063079803087535,0.7110069279681124,2
122,0.008606238781898624,0.10322684258583223,0.006324537556833463,0.7182455199277082,2
122,0.008376622192156392,0.10546412825309695,0.006499645597770446,0.7070637216268966,2
118,0.00842645044412609,0.10321067511877115,0.006280354896624828,0.7268007146659184,2
121,0.007838511739738707,0.1,0.006128894207690802,0.7294563670048814,2
116,0.007966963653490224,0.13063475485910006,0.008141412887214556,0.7036180581058052,2
120,0.008372713485412395,0.11725573323004553,0.007131025630213965,0.7243091218934521,2
146,0.005955478546795172,0.16741989042435265,0.0033852382705911446,0.7027927262524191,2
118,0.00837003074729849,0.10653389522672936,0.006556375285571308,0.7112180267463307,2
54,0.00028549272458045015,0.4874047056408054,0.005244926480954963,0.5997859303241992,3
71,0.004083118865458871,0.35133329143152714,0.00925389888418293,0.663317749875181,3
49,0.0085148041352272,0.3861977576951805,0.003001210335582714,0.7146857244244919,3
113,0.00414300323895226,0.24573406216108357,0.002369139011705148,0.6895177655549183,3
92,0.001879906174103658,0.4719646443615535,0.002837790110035809,0.6562140861807875,3
192,0.00573824024120828,0.4746152720221932,0.007520748929392696,0.6330825125541054,3
116,0.00850924953849313,0.29448964764496777,0.004749461162895583,0.709323666912866,3
70,0.0015169256629479014,0.23159464337102087,0.0010765378434949065,0.6299142153323073,3
34,0.0075974429480123494,0.2527349269548156,0.002335325124049387,0.711813856761474,3
147,0.0077132955670923585,0.2848646849398848,0.0004282188301412667,0.7050884048343106,3
118,0.0017872347109239822,0.2039429086816359,0.0036293491694446623,0.6674222924601095,3
73,0.005703969370386642,0.2873377122752012,0.005019868529186122,0.7064772994540975,3
73,0.0021260858831999617,0.3612037970168128,0.0053580022487398574,0.6544740479717435,3
150,0.004385308791167229,0.4850875705965231,0.008848086729709393,0.7037599184653663,3
160,0.0008794807761271018,0.3183564668666742,0.0017938975569536091,0.6297775540435154,3
64,0.001694091252521528,0.22976118630041348,0.006640161394621168,0.6628005661210394,3
162,0.00796676339471364,0.38444938646938664,0.009530902871105014,0.7071343629694121,3
22,0.009656401659983023,0.2566024932066604,0.004299532166939588,0.7330045264925666,3
148,0.002277394270884427,0.44906182918764825,0.006504223853536499,0.6642024996802159,3
98,0.0021591904893697718,0.4357621739070331,0.007679262746215567,0.6480149040028719,3
169,0.0006399208378176241,0.34533790656903185,0.002498723343739197,0.5712358521318253,3
56,0.005369648269392068,0.15484861450979306,0.00770231274334774,0.6920525188672627,3
150,0.006790423932475759,0.36161009624700013,0.0033857554400777536,0.7130905999975242,3
65,0.00739337623744946,0.2756228039781343,0.0021834448953891574,0.7167162503971513,3
36,0.0024137444826181262,0.32023580594914314,0.008237450177500773,0.6641172514245868,3
20,0.00217461091991144,0.45352846425088394,0.01,0.6440809404541348,3
20,0.003739400830930872,0.35424067635473416,0.006631183263664773,0.6583924968331057,3
20,0.005259057746110532,0.23988786030640571,1e-05,0.6673122867246267,3
42,0.0036049367527052657,0.24758078882607013,0.0026182400489660257,0.6611811793638153,3
154,0.006496582723899694,0.5,0.0025450943146707486,0.7188165924629978,3
67,0.01,0.26853085487936446,0.0019274315737958314,0.7185944353437783,3
141,0.01,0.21518162983990657,0.007966760208011453,0.7265164987971992,3
111,0.0033011436795041876,0.24929091886195315,1e-05,0.6937775375385289,3
20,0.01,0.353017324860067,0.007153445306101889,0.6637725447800917,3
126,0.006209601842396941,0.2555190738892959,1e-05,0.7098998559939922,3
72,0.004023566292173949,0.3980317994665554,0.006042665633756377,0.6928771905211863,3
111,0.008637523675061872,0.17225220273216882,0.004682169962169854,0.7229836064220903,3
130,0.004070267717453338,0.44167346621050263,0.00808541135904469,0.6927633886387925,3
114,0.008105251235683758,0.5,0.0030490015579058396,0.7159473655978312,3
200,0.00483429514811372,0.2785349325435486,0.0011378327915383033,0.71803326580043,3
20,0.0001,0.3424137259343131,0.01,0.5585637360687598,3
133,0.008825549423112311,0.31255450364612003,0.009669648624480439,0.7234299012589178,3
25,0.005005790098829277,0.1,1e-05,0.6709342235022757,3
200,0.002675856446552549,0.289264093931652,0.01,0.6752610882562895,3
30,0.00417708566046382,0.5,0.005624953418028012,0.6592981254461504,3
200,0.0015642757789908399,0.2944434252357133,0.007564325866095062,0.6567553672153199,3
127,0.008607410449832783,0.1,0.01,0.6996116376660299,3
169,0.004553941585806654,0.3145508705722348,0.0066790929711528745,0.7098106465415864,3
20,0.01,0.3184126215517247,0.0009298922811645446,0.6963777331226196,3
20,0.004666353371935038,0.37250666969526475,0.005745435664763227,0.6649840107942612,3
20,0.004221840328827046,0.4004139944657967,0.01,0.6618426167005707,3
20,0.006458764359860961,0.3076418723588704,0.005755958391363111,0.6561047406447673,3
20,0.005067002395225217,0.2081903497505583,1e-05,0.6622441004988633,3
24,0.005185193460456514,0.2505391793645376,0.003064464995477016,0.6769914710481905,3
136,0.009793340872108057,0.4905833850750355,0.003000846300751633,0.7285058448283688,3
20,0.01,0.16123243866990786,1e-05,0.7045207983462003,3
136,0.01,0.18124207110162582,0.00895880347109097,0.7206313157362668,3
105,0.006377404679649331,0.25871054920979353,1e-05,0.7133778692887588,3
20,0.01,0.35423082346314666,0.008719884711204573,0.7240721102863202,3
76,0.005736243628207393,0.24118974970537763,1e-05,0.7041017367372117,3
33,0.007813840401524438,0.4287182856803915,0.006552707195512982,0.6977476470078523,3
92,0.01,0.12412355214191267,0.004479244372090561,0.7151224463691093,3
124,0.007188956493527536,0.4069134290271689,0.009065842496720537,0.7148557257861531,3
94,0.01,0.5,0.0002941882988222958,0.7118304442729759,3
145,0.007169962633760185,0.25360327076272954,0.0018143165862362725,0.699622200857434,3
20,0.002728087960209469,0.3280055276494483,0.01,0.6404686590936287,3
87,0.009444795932574083,0.264756209430437,0.008432173676983144,0.7222909746607192,3
25,0.005670041632811943,0.1,1e-05,0.6751911071132365,3
147,0.005250469778750566,0.20370729282905994,0.009625642318095456,0.6495386443629282,3
20,0.00676793102528707,0.5,0.004580580149461021,0.6740778457691531,3
200,0.005683425877568266,0.2505728970163734,0.009228620949538717,0.7150821742018807,3
140,0.01,0.1,0.01,0.7289395958754038,3
137,0.00429235056779744,0.29634256543778914,0.006332094640258995,0.6974135035547614,3
20,0.01,0.32845388083704624,0.0018752089545444632,0.7196808760846871,3
20,0.008114580099076061,0.3835184994494112,0.0041727341634768805,0.718040693044386,3
20,0.00774984352065093,0.37124062642460154,0.00869696327768776,0.6866097519713144,3
20,0.008278272061188552,0.2906338876691856,0.006441049735162891,0.6811243196850849,3
20,0.00784859050505837,0.27333764511005776,0.0015118391295880279,0.6965554093030357,3
55,0.007161837688369418,0.2513656524555069,0.0032989339491589684,0.6572031475009388,3
97,0.01,0.39425593744300025,0.003570988388635848,0.7251327207232485,3
20,0.01,0.19976020539819928,6.099936383061947e-05,0.6831805109118592,3
135,0.01,0.214358717884927,0.008620608223319112,0.7265316833848426,3
61,0.008342021926478425,0.2633386724016072,0.00027729659923734324,0.7248328251172885,3
20,0.01,0.32359333257709394,0.007318956011506239,0.7003477600670103,3
42,0.005754693110800308,0.24060125343405941,0.0007084835972145708,0.659735342540365,3
20,0.00997210492640967,0.4012135752687649,0.006404659991126296,0.7258127261698941,3
80,0.01,0.12184164245233739,0.0043596480806342534,0.7291264323233657,3
108,0.00924325089881245,0.3492594274971828,0.008818131004144863,0.7302753444384384,3
80,0.01,0.39659574824088234,0.0012652681911446077,0.7212489323336813,3
113,0.007907166626813135,0.24241502048582747,0.0028567236698414868,0.7127788208012346,3
20,0.003781105509434492,0.26023352435027497,0.0091550950407724,0.6852483381541647,3
50,0.00950579764863117,0.2550006501318195,0.008144974891785199,0.7122888702749318,3
23,0.008803100152086924,0.1624567637749706,0.0009179895485806984,0.7112531823677228,3
138,0.006526916944327294,0.209165311529996,0.007438109458940537,0.7103782530296967,3
20,0.008159014694788538,0.44372224168912566,0.003968501089231828,0.7036080725889309,3
158,0.008872738405614235,0.2311128433689618,0.008589749959938942,0.7056702056108701,3
119,0.01,0.12248833095990341,0.007946090821461383,0.7165902348246965,3
120,0.006599476700632992,0.3005650543591615,0.0060678239180170105,0.7124087790023561,3
20,0.01,0.3086812249547114,0.0033114883004960443,0.6676511340988897,3
20,0.01,0.3664559289391537,0.003402254500168428,0.7219804333384224,3
20,0.009897783963675114,0.32055935109742184,0.008000558029226423,0.7209612504177825,3
20,0.009373992819857903,0.26753782912622404,0.005811702954900281,0.7217614946915838,3
24,0.01,0.3448264431412361,0.004071388404510051,0.7073611414848711,3
89,0.008747245694882246,0.2506452850390201,0.003260609742400263,0.7107524210752174,3
69,0.01,0.3507555773380602,0.003945458207656818,0.7179386922273892,3
25,0.01,0.2595133126388661,0.002017135830989156,0.7037996129580649,3
130,0.01,0.2452573140157425,0.006807485552524062,0.7157932090232761,3
37,0.00944296146367048,0.2626824113329733,0.001035958143428118,0.7135120548295654,3
20,0.01,0.28915244960683323,0.006111361769970724,0.7174513824989375,3
25,0.006574693510471893,0.25202189387731383,0.0025159830215118295,0.6452528770254714,3
20,0.01,0.3596903396057987,0.005452755058552554,0.7184903714034603,3
61,0.01,0.1739990590555517,0.00429671556702418,0.712645212934958,3
86,0.01,0.30081131539314726,0.007407505517188006,0.7277414163754223,3
66,0.01,0.33070723051558093,0.0027503690075767473,0.7209624057668422,3
89,0.008801906774674214,0.24287811843387497,0.002813304247000709,0.7108321401603459,3
21,0.007142784820500603,0.22626968823010923,0.006656083143265135,0.6638525114400188,3
62,0.009548743539816433,0.26281332322706863,0.00690171856843015,0.72799831649137,3
22,0.01,0.27107695950242094,0.0017175199700367617,0.6891007670692508,3
97,0.008282030456362248,0.23054552496046568,0.00547567816531346,0.7147592541396569,3
20,0.009086269620624525,0.3753804279624323,0.0037632484753958723,0.6605188342527986,3
106,0.01,0.24068456941746524,0.006552396036188736,0.711963309414857,3
100,0.01,0.14032972360660245,0.006109007984561789,0.7255829767568527,3
83,0.008130978279238206,0.31510015313629175,0.003806970497824714,0.6904913121876948,3
20,0.01,0.2913267224031171,0.0040616160801368725,0.6823914075039922,3
20,0.01,0.34502092223086467,0.0034412146728944803,0.7148001039814154,3
20,0.01,0.2906352296997478,0.0073454301254757045,0.695757558252287,3
20,0.009945791450542243,0.2554188081549498,0.005375030752312244,0.7092872734174812,3
33,0.01,0.3800010830961049,0.005339536485552127,0.6742494976294713,3
78,0.009560060603318075,0.25174923218555434,0.0034490365725917144,0.7250791620418319,3
52,0.01,0.3631840413460497,0.004011234555259168,0.7240830035774558,3
44,0.01,0.2915204292319641,0.0032905331652415444,0.7152558066605874,3
115,0.00995419115817847,0.25544228400791413,0.00577018540955314,0.7231083841205524,3
24,0.009796170605063392,0.26248189845839087,0.0026781279323091585,0.7157643252967802,3
20,0.009952601155231604,0.29076132715463443,0.00611870713464029,0.7334911760215556,3
